label,message
0,minor ParentRunner refactoring
1,Changes due to code review from @dsaff.
0,#1056 I18N effort for dubbo code base: dubbo-common
3,adjust zookeeper dependency
0,Adding a human-readable name to the Server interface
0,collect async export services (#5905)
0,Enable GitHub Code Security Scanning (#1) (#6304) <enter>  <enter> Add codeql-analysis.yml to configure GitHub workflow for code security scanning. Added Setup Java action to override default Java 8.
3,"remove 'f' prefix from field names, add LEGACY_CODING_STYLE, change CODING_STYLE"
0,"Remove CBC-mode ECDSA cipher suites <enter>  <enter> This removes the following cipher suites as supported-by-default: <enter>   TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA <enter>   TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA <enter>  <enter> This tracks a similar change in Chromium 56: <enter>   https://developers.google.com/web/updates/2016/12/chrome-56-deprecations#remove_cbc-mode_ecdsa_ciphers_in_tls <enter>  <enter> OkHttp's updated cipher suites, plus comparisons to Android, Java, <enter> Chromium, Firefox, and Square's server-site configuration is here: <enter>   https://tinyurl.com/okhttp-cipher-suites <enter>  <enter> Closes: https://github.com/square/okhttp/issues/3035"
3,upgrade dependency to 2.7.5
3,"No Interceptors class, interceptors turned on by default"
2,Fixes bug reported on Support Request 615265 <enter> swingui progress bar color on Mac OS X
3,Add 42talents GmbH
3,Add commons-logging ignore to httpmime.
0,update version to 2.2.0-SNAPSHOT <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1551 1a56cb94-b969-4eaa-88fa-be21384802f2
2,Fix HTTP post retransmit in the new API. <enter>  <enter> We don't buffer response bodies in the new API. But we should retransmit <enter> POST bodies when a request fails.
0,Fixed typo in NamedThreadFactory: mDeamo
0,Java 7 is required since 2ca19506
0,Migrate from Travis to GitHub Action for publishing
3,run awtui and swingui with -noload
0,Automate Docker updates in CI <enter>  <enter> See gh-20530
3,Replaced invocation of deprecated factory methods in favor of newer counterparts in JacksonConverterFactory
0,"Add a test for interceptors throwing unchecked exceptions. <enter>  <enter> Our behavior here is not good. Right now it looks like we're leaking <enter> resources; nothing is releasing the socket in a 'finally' clause when <enter> interceptors crash. We're also not notifying the callback that the <enter> call has failed; that's left hanging. <enter>  <enter> That said, we don't expect applications to recover from these <enter> exceptions. <enter>  <enter> Closes https://github.com/square/okhttp/issues/1482"
3,'each' instead of 'f' for the variable name
0,[Migration] To migrate dubbo-metadata-processor from cloud-native branch #5326 (#5328) <enter>  <enter> * Polish apache/dubbo#5306 : [Migration] Upgrade the @since tags in Javadoc migration cloud native to master <enter>  <enter> * Polish apache/dubbo#5306 : [Migration] Upgrade the @since tags in Javadoc migration cloud native to master <enter>  <enter> * Polish apache/dubbo#5309 : [ISSURE] The beans of Dubbo's Config can't be found on the ReferenceBean's initialization <enter>  <enter> * Polish apache/dubbo#5312 : Resolve the demos' issues of zookeeper and nacos <enter>  <enter> * Polish apache/dubbo#5313 : [Migration] migrate the code in common module from cloud-native branch to master <enter>  <enter> * Polish apache/dubbo#5316 : [Refactor] Replace @EnableDubboConfigBinding Using spring-context-support <enter>  <enter> * Polish apache/dubbo#5317 : [Refactor] Refactor ReferenceAnnotationBeanPostProcessor using Alibaba spring-context-suuport API <enter>  <enter> * Polish apache/dubbo#5321 : Remove BeanFactoryUtils <enter>  <enter> * Polish apache/dubbo#5321 : Remove AnnotatedBeanDefinitionRegistryUtils <enter>  <enter> * Polish apache/dubbo#5321 : Remove AnnotationUtils <enter>  <enter> * Polish apache/dubbo#5321 : Remove ClassUtils <enter>  <enter> * Polish apache/dubbo#5321 : Remove BeanRegistrar <enter>  <enter> * Polish apache/dubbo#5321 : Remove ObjectUtils <enter>  <enter> * Polish apache/dubbo#5321 : Remove PropertySourcesUtils <enter>  <enter> * Polish apache/dubbo#5325 : [Migration] To migrate dubbo-metadata-api from cloud-native branch <enter>  <enter> * Polish apache/dubbo#5326 : [Migration] To migrate dubbo-metadata-processor from cloud-native branch
0,Upgrade tomcat version to 8.5.31. (#1781)
3,Remove optional mark on GSON dependency.
3,rollback to correct version
0,Remove the shutdown logic from spring bean destroy to avoid competition.
0,updates junit version to v4.12
0,Clean out Java 8 READMEs to further discourage use
3,copy invoker to new invocation in generic filter
0,Update README.md (#6389)
3,Consolidate exception formatters in one place
0,Removed unused import
0,Ensure that JolokiaMvcEndpoint destroys underlying controller <enter>  <enter> Closes gh-7606
3,Translate missing content and add apache license
0,Allow StringSequence.isEmpty() to be compatible with JDK 15 <enter>  <enter> JDK 15 introduces isEmpty() on CharSequence which clashes with the one <enter> declared in StringSequence because it is not public. <enter>  <enter> See gh-21713
3,Null check Call.enqueue argument.
0,"Custom trust recipe. <enter>  <enter> To my great delight, Java and Android can read .pem files without <enter> the BKS or JKS store files we typically use to distribute trusted <enter> certificates. <enter>  <enter> This recipe includes a big copy-and-pasteable method for converting <enter> an InputStream of PEM files into an SSLContext. The rest of it is <enter> warnings about how dangerous that is. <enter>  <enter> Closes https://github.com/square/okhttp/issues/1336"
0,Remove unused test.css from spring-boot-sample-tomcat <enter>  <enter> Closes gh-4606
3,"make MethodSorter.NAME_ASCENDING a deterministic comparator, with Method.toString used as a tiebreaker"
0,"unit test for dubbo-config-api (#1733) <enter>  <enter> * finish unit test for AbstractMethodConfig <enter>  <enter> * finish unit test for AbstractReferenceConfig <enter>  <enter> * move to right package <enter>  <enter> * finish unit test for AbstractReferenceConfig <enter>  <enter> * finish unit test for AbstractMethodConfig <enter>  <enter> * finish unit test for AbstractReferenceConfig <enter>  <enter> * move to right package <enter>  <enter> * finish unit test for AbstractReferenceConfig <enter>  <enter> * unit test for AbstractServiceConfig, also fix logic issue in setListener/getListener"
0,Remove unnecessary null check and fix typo.
0,Move SDKMAN to a separate job <enter>  <enter> Closes gh-21903
3,Add two levels of logging.
2,Fix compilation (#6117)
0,fix comments
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1378 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Add some missing @Nullable annotations to Utils
3,Merging kcooney-issue227 to master
0,"Fixes gh-311: Fix 4.9.1 release notes, make sure markdown errors halt build"
0,Add missing Call wrappers as return type
3,Pass InputStream to Wire
0,Cache Events (#6015) <enter>  <enter> Provide EventListener methods to understand the impact of caching.
3,Use new logo and link to new website
3,Define Automatic-Module-Name for Retrofit modules
0,Fix styling of Maven download.
0,Update google-java-format to 1.8
3,seperate retry from AbstractMetadataReport
2,doxia-module-markdown 1.5 supports page titles
2,fix #5837 (#5839)
0,Document how to use DataNeo4jTest with reactive access <enter>  <enter> Closes gh-23630
0,Reset thread name to idle when not in use. <enter>  <enter> Closes #188.
0,"Expose success type on RetrofitError. <enter>  <enter> There's a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in in a follow-up."
0,Minor doc fix.
3,Write up Beta 4's current change log.
3,Use Field#getType()
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1374 1a56cb94-b969-4eaa-88fa-be21384802f2
3,"No matching parameters is now an assumption failure, not an assertion failure"
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1412 1a56cb94-b969-4eaa-88fa-be21384802f2
3,Add OkHttp-specific client when its present on the classpath.
0,"Create a class TestWithParameters. <enter>  <enter> This class keeps the data together that are needed for creating a runner for a single data set of a parameterized test. This makes it also clear, that the computation of the name is not the responsibility of the runner but of the Parameterized class."
0,Added script for uploading docs
3,DUBBO-1 Change schema element 'sent' default value to false <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@40 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Refactor Jdk9PlatformTest by using DelegatingSSLSocket <enter>  <enter> Cont. https://github.com/square/okhttp/pull/5972 <enter>  <enter> We can use DelegatingSSLSocket instead of overriding SSLSocket abstract class.
0,"protocols/protocolIds and registries/registryIds, make sure only one can work (#5497)"
0,Change MediaType's failure mode to not crash on charset problems. <enter>  <enter> As-is it throws unchecked exceptions on unexpected charsets. This is a problem <enter> because it can cause a misbehaving webserver to crash the client. <enter>  <enter> I don't expect this to break existing clients; returning 'null' has always <enter> been a possibility; it's just returned in more cases.
0,Enable ZookeeperMetadataReportTest (#3360)
3,Remove volatile modifier from synchronized field.
0,Upgrade to Jetty 9.3.16.v20170120 <enter>  <enter> Closes gh-8084
3,Reorganize tests
0,Upgrade to Testcontainers 1.14.3 <enter>  <enter> Closes gh-23122
0,Bump jackson-databind to 2.10.5.1
0,Prepare next development version
0,fix comment grammar error (#7080) <enter>  <enter> Co-authored-by: tangtong <alan1@sfmail.sf-express.com>
0,Refactor Rx tests to avoid the use of blocking operators.
0,Optimize_hessian_desr_performance (#1705)
3,Added profile task to build.xml
0,Stop limiting layer customization to external modules <enter>  <enter> See gh-21207
0,add customized class path for javassist (#6731)
3,"4.10 final in version, non-snapshot staging"
0,fix small types in the changelog
0,CipherSuite init speedup (#4340)
0,"Proofread README.md file with multiple fixes (#6807) <enter>  <enter> Fixed typo, grammatical, punctuations, and semantic coherence to improve readability and content quality. <enter>  <enter> Signed-off-by: Aditya Kumar Roy <akroy@umass.edu>"
3,set ProtectionDomain for newly generated Class
3,Automatic uploading of staged maven artifacts.
0,Change CopyOnWriteArrayList to regular list in DubboProtocol (#4056)
0,Update README.md -> Mockito moved to Github
0,add tests
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1395 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Add docs about null responses.
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1386 1a56cb94-b969-4eaa-88fa-be21384802f2
3,"Added #finished(long nanos, Description description)"
0,Use our test rule instead of the Maven Surefire listener <enter>  <enter> Closes: https://github.com/square/okhttp/issues/4894
1,All the latest of all the things.
1,Actually let's call it a 2.1.0.
3,MockRestAdapter should use ErrorHandler.
3,Add support for scalars from ResponseBody
2,Fix distribution management
3,Check in the old public suffix DB
1,README <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@880 1a56cb94-b969-4eaa-88fa-be21384802f2
2,Solve merge conflicts manually
0,Move connection tests to Junit 5 (#6376)
2,Next version will be 1.7.0.
3,Rewrite JavaDoc of ExcludeCategories.createFilter(Class<?>...). <enter>  <enter> Remove internal details of the created filter and describe its behaviour instead.
2,Fixed small comments
0,Add HTTP/2 and TLSv1.3 columns to our security providers doc
0,"New CertificateAuthorityCouncil class to normalize certificate chains. <enter>  <enter> The goal of this is to get the root CA certificate into the certificate <enter> chain, so that it can be considered by the certificate pinner. The work <enter> to integrate CertificateAuthorityCouncil with CertificatePinner will <enter> come in a follow-up PR. <enter>  <enter> See: https://github.com/square/okhttp/issues/1699"
0,Upgrade to Reactor Bom Bismuth-SR14 <enter>  <enter> Closes gh-15244
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1403 1a56cb94-b969-4eaa-88fa-be21384802f2
0,Document sharing an instance with additional configuration (#6449)
3,Convert CertificatePinner to a data class
0,Upgrade to Couchbase Client 3.0.10 <enter>  <enter> Closes gh-24084
3,"Adding bogus markdown, but should be removed later"
0,Add ProGuard config to README
0,getNanos() is a single thread confinement. Volatiles not needed!
0,Fixed typo [WiKi -> Wiki]
0,[Dubbo-2177]Fix the issue: Supplementary unit test #2177 team 3 (#2260) <enter>  <enter> * test <enter>  <enter> * Please enter the commit message for your changes. Lines starting <enter>  <enter> * test
0,Add group property to DynatraceProperties <enter>  <enter> See gh-19369
2,Fix build conditional
0,Enhanced missing test.jar error message
0,add badges for last release and license
3,Revert '[Dubbo-5813]prevent destroyAll method of DubboShutdownHook being invoked twice when using Spring (#5814)' (#5818) <enter>  <enter> This reverts commit 5194791f130eb34d6ed75bc43ef731289a12148a.
3,Add failOnUnknown to MoshiConverterFactory
2,Fix compilation problem
3,Back suspend methods with the CallAdapter for Call. <enter>  <enter> This allows the regular mechanism of composition of behavior without explicitly needing to model suspending functions in the API.
3,"Introduce EventListener.requestFailed, responseFailed events <enter>  <enter> These replace requestBodyEnd() / responseBodyEnd() in some failure scenarios. <enter> They may also be issued in cases where no event was published previously."
0,Convert ConnectionPool to Kotlin (#4785) <enter>  <enter> * Convert ConnectionPool to Kotlin <enter>  <enter> * Rename ConnectionPool.java to .kt <enter>  <enter> * Revert from @JvmOverloads constructor to two constructors <enter>  <enter> * Add @JvmField to delegate <enter>  <enter> * Add ConnectionPool methods to Japicmp excludes
0,"Revert 'ExternalResource: declare after() to throw Throwable (#1421)' <enter>  <enter> Revert commit cebbf5e15725b4dc247ac0557f6fa63f475b15af. <enter> It breaks code that extends ExternalResource, <enter> overrides after() and calls super.after() in after()."
0,Added note of fixed bug
0,Add jaxb API to jersey starter <enter>  <enter> Closes gh-16268
3,Add assembly plugin
3,Adds an int statusCode parameter to clientError and serverError.
3,Add info on --filter option
0,"Add a test for corner-case behavior. <enter>  <enter> I'm looking to make HttpURLConnectionImpl delegate to Job, and that means <enter> writing tests for all the weird things it does above HttpEngine."
2,fix NPE when no listeners registered for key
0,Removal of Unnecessary Creation of String Builder <enter>  <enter> if typeArguments has length 0 there is no point to create stringBuilder for that. that condition check needs to happen before stringBuilder creation.
0,Update website to link to OkHttp 3.x Javadoc.
0,Update the changelog for OkHttp 4.0.1
0,update version to 2.5.2-SNAPSHOT
0,"Fix inconsistencies in javadocs. <enter>  <enter> These changes were made with consistency in mind, in relation to the rest of the project: <enter>  - Change self-closing <p/> tags to regular <p> tags. <enter>  - Add missing <p> tags."
0,Convert all files to 100-character lines. Enforce with checkstyle.
3,JUnit4 runner as a pointer to the current default
0,refactor package <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1409 1a56cb94-b969-4eaa-88fa-be21384802f2
0,"Read/write access for byte, short and int. <enter>  <enter> This is big-endian only because that's all we use in OkHttp."
2,Solve compile problem in java11 (#4172)
0,spelling: methods
0,Remove useless variable (#1342)
0,fixes and refactoring for http multipart post streaming
0,Make sure exception tag values are not empty in web metrics <enter>  <enter> See gh-13187
0,Add missing copyright headers. <enter>  <enter> https://github.com/square/okhttp/issues/880
0,Correct comment.
3,Add website deploy script.
0,reformat with two-space indent
3,Converted tab to spaces
0,Polish 'Log health check failure with Reactive health indicators' <enter>  <enter> See gh-17635
3,Support static tag group in TagRouter
3,"ParentRunner handles filtering and sorting for all runners, now including CompositeRunner"
2,"constant names should be all uppercase, separated by underscores (#5356)"
0,remove unnecessary null check  before instance of (#4321) <enter>  <enter> Signed-off-by: jimin.jm <slievrly@163.com>
3,Revert 'Revert 'Allow MimeType instantiation. Hide some Apache implementation details.'' <enter>  <enter> This reverts commit c888ea8ed53ae5548645389d5b57e99e931324aa.
0,Don't unzip if there isn't a response body. <enter>  <enter> https://github.com/square/okhttp/issues/358
0,Upgrade to Dropwizard Metrics 3.1.2 <enter>  <enter> Closes gh-2920
3,Reflect OkHttp Call canceled state from our Call.
0,"Optimize ParentRunner.filter for nested suites <enter>  <enter> Prior to this change, applying a filter to a nested suite would create redundant nested filters"
2,Fixed lost names
0,deleted duplicate EventCollector
1,checkpoint
0,typo for AccessLogFilter (#3633)
0,Update JUnit 5 teaser
0,Use Okio 1.4.0 final.
3,closed method assertEquals with }
0,Fix typo #1260
0,update proguard rules on README.md (#3559)
0,Upgrade to Spring AMQP 2.2.0.RELEASE <enter>  <enter> Closes gh-18251
3,alpha-ready implementation of SuiteBuilder
3,"Use TaskRunner in MockWebServer <enter>  <enter> The utility here is negligible. We're sharing threads between HTTP, <enter> HTTP/2 and web sockets now."
1,http://agile.alibaba-inc.com/browse/DUBBO-743 <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@147 1a56cb94-b969-4eaa-88fa-be21384802f2
2,Update OverrideServiceImpl.java <enter>  <enter> fix the bug: cant enable override
0,Use sha256 hashes for Docker base images to ensure repeatability <enter>  <enter> Closes gh-15056
3,Expose addQueryParam via the RequestInterceptor injection-like framework.
0,"Fix for SslContextBuilder/MockWebServer disagreeing about localhost <enter>  <enter> MockWebServer binds to getByName('localhost'), SslContextBuilder was using <enter> InetAddress.getByName(null) (null == any loopback). On Android, null <enter> returns IPv6 loopback, which has the name 'ip6-localhost'."
3,Simplify observable creation and reduce runtime allocations.
3,enable unit test under jdk6 and jdk7
3,Upgrade maven dependency to the latest version
1,Polish
3,RequestBuilder: Support Iterable / Map for @Field
3,Ignore test for gump (need better long-term solution)
3,Ignore target directory
3,Remove unnecessary null check.
0,"fix #1641, support get system load on windows (#2631)"
3,Suppress SecurityManager deprecation warnings
0,Support constructor binding on 3rd party classes <enter>  <enter> Closes gh-18935
0,Update README.md
0,[Dubbo-2766]Fix 2766 and enhance the invoke command (#2801) <enter>  <enter> * add getter and setter for ServiceConfig's interfaceName property#2353 <enter>  <enter> * add interfaceName to ignoreAttributeNames and change the unit test <enter>  <enter> * delete the demo source code and update the unit test <enter>  <enter> * unchange ServiceConfig <enter>  <enter> * update unit test <enter>  <enter> * update unit test <enter>  <enter> * fix https://github.com/apache/incubator-dubbo/issues/2798 and enhance invoke command
3,"Naming, API changes, and documentation around mock services."
0,Don't summarize the request and response headers. (#3576) <enter>  <enter> Just pass the Request and Response objects in directly.
0,Deprecate Assert#assertThat <enter>  <enter> The method 'assertThat' is used for writing assertions with Hamcrest. <enter> Hamcrest is an independent assertion library and contains an own <enter> 'assertThat' method in the class 'org.hamcrest.MatcherAssert'. It is <enter> available both in the old Hamcrest 1.3 release and in the current <enter> Hamcrest 2.1. Therefore the JUnit team recommends to use Hamcrest's own <enter> 'assertThat' directly.
0,spelling: builder
0,Update to OkHttp 3.9.0.
0,update README
0,Upgrade to Tomcat 8.5.27 <enter>  <enter> Closes gh-11727
3,Convert RetryAndFollowUpInterceptor to Kotlin <enter>  <enter> Update RetryAndFollowUpInterceptor.kt
0,Revert code to avoid NPE in RPC wire after providers are cleared.
0,Permit multipart filenames to contain non-ascii characters <enter>  <enter> Closes: https://github.com/square/okhttp/issues/4564
0,removed spaces before period in comment
2,fix :dubbo.properties cannot work on MetadataReportConfig
0,Skip hpack if tests are missing (#4770)
3,Ignore static interface methods when eagerly validating
0,"FaultRecoveringOutputStream. <enter>  <enter> This is the first step in a change that'll permit the underlying <enter> socket stream to change out-from-under-you while you're uploading <enter> POST data to a server. <enter>  <enter> It'll recover from failures writing the request body that occur <enter> within the first N bytes, where N will be determined by the number <enter> of bytes that can be written without positive confirmation. <enter>  <enter> See https://github.com/square/okhttp/issues/137"
0,Upgrade to Jetty 9.4.33.v20201020 <enter>  <enter> Closes gh-23855
0,Close all servers/ports after tests finish (#2741)
0,Added name to contributors list
0,Move source/target config out of error-prone block <enter>  <enter> Error-prone only works on pre-12 at the moment and we need this configuration to apply for all JDKs.
0,"Issue #426 Added suggestions by dsaff <enter>  <enter> Removed the Markdown syntax, changed import order and removed confusing <enter> Maximum Blank Lines section."
0,"Advance version, and beef up ErrorCollector with checkThat and checkPasses"
3,Remove reference to obsolete mailing list
0,"Disable parts of doclint for the site's javadoc. <enter>  <enter> This is a follow-up to e0367cd. That commit is missing to apply the doclint rules to site generation. Hence the site goal fails because of doclint issues. Now doclint is disabled for all groups but accessibility and reference for the site generation, too."
0,"OkBuffer API sketch. <enter>  <enter> I'm unhappy with java.io: <enter>  * No timeouts. <enter>  * Every layer needs to copy bytes around. Always copying bytes. <enter>  * Features like mark/reset and available() are clumsy. <enter>  * Its awkard in mixed text/binary protocols like HTTP because <enter>    character decoding is separate and takes over the stream. <enter>  <enter> Unfortunately java.nio isn't better, just different: <enter>  * It's complex. <enter>  * Buffers are fixed size. <enter>  * No built-in buffer pooling. <enter>  * Features like mark/reset/position are clumsy. <enter>  <enter> This is an obnoxious attempt at a 3rd I/O interface, mostly <enter> inspired by InputStream and OutputStream, but using growable <enter> buffers instead of byte arrays as the core data container."
0,[DUBBO-4010] TypeDefinitonBuilder support google protobuf entity build # (#4011) <enter>  <enter> * add protobuf typeDefinitionBuilder <enter>  <enter> * fix pull request comment <enter> add test case to test NestPbType
0,Brought in old JUnit4ClassRunner for compatibility. Renamed new JUnit4ClassRunner to BlockJUnit4ClassRunner.
0,Align TestRestTemplate Javadoc with documentation <enter>  <enter> See gh-21318
0,Fix a test to not require a fallback IP address. <enter>  <enter> This might be an unexpected upside of the migration to the Call API. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2178
0,Update release notes with details on pull 986
0,"Fix ResponseCacheTest for Android <enter>  <enter> Pull #1011 broke ResponseCacheTest on Android. <enter>  <enter> The test was asserting a header generated <enter> using a copy of the old broken implementation. <enter>  <enter> The test now just uses HttpDate, which now has its own <enter> tests."
0,"Remove fast-tests maven target. <enter>  <enter> Many of our tests store data in static fields, so the tests cannot be run in parallel. <enter>  <enter> Fixes #1297"
3,"Leave this method in--it's used by the JMock custom runner, and possibly others"
0,Prepare for release 4.0.0-RC2.
3,Getting started on Interceptors javadoc
0,Fix mapping of Cassandra's idle-timeout and heartbeat-interval <enter>  <enter> Previous to this commit the connection idle timeout and heartbeat <enter> interval were mapped to seconds whereas Cassandra expects ms for all <enter> duration types. <enter>  <enter> This commit fixes the mapping and removes the default duration unit <enter> since it should be considered ms like every other duration properties. <enter>  <enter> Closes gh-23249
2,Fix method names in TemporaryFolderUsageTest.
0,HTTP/1 >> HTTP1
0,Move authenticator tests to Junit 5 (#6374)
3,Tweaks from review.
3,change log level to info
2,fix publish null value when use consul config center (#6351) <enter>  <enter> * fix publish null value when use consul config center
0,"Reused HasWrongExpectedException instead of own defined class <enter> (they were the same) and relocated the changes to a better location <enter> in the file which is more inline with the rest of the file. And, <enter> of course, removed the superfluous brackets."
0,Cleaning up compile errors from reverting hamcrest change
0,"Fail HTTP/2 connections if the pong is not received. (#3878) <enter>  <enter> This removes the Ping abstraction from our http2 package. This was written as <enter> if it were a public API, but never exposed to any callers but tests. Removing <enter> it makes it easier to lock down how pings are used. <enter>  <enter> This also removes the NullServer class, replacing it with a new SocketPolicy <enter> on MockWebServer. The new SocketPolicy, STALL_SOCKET_AT_START, allows us to <enter> do TLS and negotiate an HTTP/2 connection without actually building a proper <enter> Http2Connection and without responding to pings. <enter>  <enter> The behavior in HTTP/2 connections is modeled after our behavior in web sockets. <enter> We count outgoing pings, incoming pongs, and confirm that the pongs are keeping <enter> up. If later we make this policy more sophisticated we can track the changes <enter> in both places. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/3261"
0,remove some magic value (#4752) <enter>  <enter> * fixed typo of variable <enter>  <enter> * remove magic value
0,Support protocol config for reference annotation (#1675)
0,Update to OkHttp 3.11 <enter>  <enter> Use get instead of parse for HttpUrl and MediaType where valid input is always required.
0,Run cron schedule in circleci (#4862)
2,Fix master build (#5477)
3,"moved util to android, added ShakeDetector"
0,reduce the level of request data in  timeout log (#5149) <enter>  <enter> to control the size of log
0,Make ParallelComputer more beautiful by creating a Decorator <enter> extension point in ParentRunner <enter>  <enter> Signed-off-by: Kent Beck <kent@threeriversinstitute.org>
2,Theory classes can take constructor parameters
0,Align counter behaviour between metric exporters <enter>  <enter> The MetricCopyExporter has had the capability for a while to keep <enter> track of counters internally. This change aligns that with the <enter> PrefixMetricGroupExporter. <enter>  <enter> Fixes gh-5762
0,register callback once for the full filter chain. (#4127)
3,"Introduces MainThread#executeOnMain, and AndroidMainThread."
3,same as ANT => excluded internal packages
0,Properly parse RFC 7235 authentication headers (#4249) (#4252)
1,"org.junit.Rule, org.junit.Rules"
2,Document maps don't allow null anywhere.
2,Fix bug where request body isn't sent when it should
0,Remove old SSL protocol method.
0,Fix warm up issue when provider's timestamp is bigger than local machine's timestamp. (#4870) <enter>  <enter> * Fix warm up issue when provider's timestamp is bigger than local machine's timestamp. <enter>  <enter> * Remove unused constant: `REMOTE_TIMESTAMP_KEY`.
0,update year to 2021 (#7139)
0,Create dedicated section for property conversion <enter>  <enter> See gh-4604
0,Update Maven GPG plugin from 1.4 to 1.5. <enter>  <enter> Just to keep up-to-date. Release notes: http://jira.codehaus.org/browse/MGPG/fixforversion/17635
3,Finishing javadoc for org.junit.runner.*
2,Crash on unexpected RuntimeExceptions. <enter>  <enter> Currently we're sweeping these under the rug.
0,Remove overlapping package-info.java
0,Use Moshi in OkHttp. <enter>  <enter> As discussed here: https://github.com/square/okhttp/pull/2492
0,Android docs for selecting devices
0,skip integration test by default. (#5421)
0,[Dubbo-3875] dubbo TagRouter does not work with dubbo:parameter. (#3883) <enter>  <enter> * avoid 'dubbo.tag' from provider side being override on consumer side <enter> * not necessary to keep 'default.' prefix for configs come from ConsumerConfig and ProviderConfig <enter> * fix ut caused by removing of 'default.' prefix
0,Merge pull re <enter>  <enter> fix qos port can only configure by System property problem
3,Includes this repo in our open source bug bounty program.
0,Update readme and changelog for 3.1.2.
0,Fix typo
0,Added better pom.xml
0,"Fix flakiness in CallTest.cancelTagImmediatelyAfterEnqueue() <enter>  <enter> There's a race where the HTTP engine has been created, but not yet connected <enter> and the cancel isn't as immediate as it could be. Fix the test by making sure <enter> there's a response to be retrieved. <enter>  <enter> With the upcoming connection pool changes we might make the implementation <enter> more robust. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2001"
0,Upgrade to Jetty Reactive Httpclient 1.0.3 <enter>  <enter> Closes gh-16133
3,Add Router name and fix routerchain error.
2,fix(dubbo-admin): webx-3.0.8 not compitable with spring-4.x
2,Do not trap IO from request body conversion.
3,Okio proguard rules link
2,Fix stub proxy does not work cause of ProxyFactory.getProxy change (#5838) <enter>  <enter> fix #5836
3,Issue template for retrofit.
0,Add test example for rest
3,Tweaked Theories a bit. It still seems strange that the class runner creates a statement which creates another class runner (or perhaps more class runners?).
0,Added more tests for RxJava Single type support <enter>  <enter> Single.toBlocking() is present since RxJava 1.0.16 version.
0,port #3568 into main trunk (#3993) <enter>  <enter> fixes #3991
3,Add type wildcard
2,fix ut
0,#1056: I18N effort for dubbo code base: dubbo-common
2,UserService example in MockRestAdapter should be an interface
3,Move response Converter lookup to happen during method parsing.
0,polish pom.xml (remove test profile and jvm permSize args) (#3407)
2,DUBBO-135 fix test case <enter>  <enter> git-svn-id: http://code.alibabatech.com/svn/dubbo/trunk@1993 1a56cb94-b969-4eaa-88fa-be21384802f2
2,Fix configurator bug
0,Update CONTRIBUTING.md
0,"Revert changes of 128553f. Fixes #687. <enter>  <enter> Still fixes #121, but the original fix was superfluous. Added documentation <enter> about handling assumes and asserts in conjunction with the <enter> ExpectedException rule."
1,Add MockWebServerRule.
0,"Only use a property where multiple entries need syncing <enter>  <enter> * The hamcrest version is only used in one place, i.e. the dependency. <enter> * Using properties to define dependency versions can cause issues for others. <enter> * Using properties to define a shared version across multiple dependencies causes less issues <enter>   when you have multiple dependencies that need to be kept in sync. <enter> * We only have one dependency here and it doesn't need syncing to any other dependency <enter> * Therefore the right thing is to just specify the version in the dependency <enter> * End users can still override the dependency in their poms."
2,Favor an immutable singleton list over immutable list view.
0,Restore version 0.6.0-SNAPSHOT
0,Add a CONTRIBUTING file.
3,Organized imports according to project's conventions
3,Add reified create extension for Kotlin
3,added Javadoc for RuleFieldValidator
0,"Fix regression in TemporaryFolder.newFolder(String) for paths with slashes. (#1402) <enter>  <enter> In JUnit 4.11, newFolder(String) was changed to no longer support paths <enter> with a file separator. This has been fixed. The overload of newFolder() <enter> that supports passing in multiple strings still does not allow strings <enter> containing file separators."
0,Throw exception with helpful message if annotated field is not public (fixes issue #260).
0,Upgrade to Byte Buddy 1.10.14 <enter>  <enter> Closes gh-23291
0,"javadoc'ed, and with better names"
0,fix README.md typo (#6469)
3,Added parallel tests to AllTests
2,[Enhancement]: RestProtocol (#3480)
